Code,Outre-Mer,Libellé,Population légale 2016,Densité de population (historique depuis 1876) 2015,Taux de pauvreté 2015
243301215,,CC du Créonnais,16919,135.2,9.2
243301223,,CC Grand Cubzaguais,34442,224.1,11.7
243301249,,CC du Secteur de Saint-Loubès,26622,322.2,8.7
243301264,,CC de Montesquieu,42534,126.1,5.7
243301355,,CC des Coteaux Bordelais,19151,277.1,6.2
243301371,,CC du Pays Foyen,16600,74.9,21.2
243301389,,CC Médullienne,20634,31.7,8.9
243301397,,CC du Fronsadais,16865,124.7,10.2
243301405,,CC du Val de l'Eyre,19625,35.3,9
243301439,,CC des Portes de l'Entre-deux-Mers,20764,232.9,8.1
243301447,,CC Médoc Estuaire,27933,156.8,7.6
243301454,,CC Castillon/Pujols,19157,83.8,18.3
243301504,,CA du Bassin Nord,65402,107.7,9.1
243400017,,Montpellier Méditerranée Métropole,465070,1085.4,19.4
243400355,,CC du Clermontais,27483,115.6,19
243400470,,CA du Pays de l'Or,44778,389.1,12.3
243400488,,CC La Domitienne,27400,158.6,16.6
243400520,,CC du Pays de Lunel,49618,307.4,20
243400694,,CC Vallée de l'Hérault,37967,77.1,15.7
243400736,,CC des Cévennes Gangeoises et Suménoises,13170,54.4,21.8
243400769,,CA de Béziers-Méditerranée,123613,404.3,26.8
243400819,,CA Hérault-Méditerranée,77450,197,21.3
243500139,,Rennes Métropole,443192,622.5,13
243500550,,CC Montfort Communauté,25337,129.2,6.5
243500618,,CC de Brocéliande,18066,60.2,7.5
243500634,,CC Au Pays de la Roche aux Fées,26310,71,9.2
243500659,,CC Pays de Châteaugiron Communauté,25537,192.7,5
243500667,,CC du Val d'Ille-Aubigné,35692,117.2,6.2
243500725,,CC Côte d'Émeraude,30622,262.3,9.8
243500733,,CC Bretagne Romantique,34937,78.5,10.7
243500741,,CA Redon Agglomération,66091,66.5,14
243500774,,CC Liffré-Cormier Communauté,25590,99.8,6.6
243500782,,CA du Pays de Saint-Malo - Saint-Malo Agglomération,82577,333.8,11
243600202,,CC Chabris - Pays de Bazelle,6310,25.5,13.9
243600236,,CC du Pays d'Issoudun,20126,65.4,13.5
243600293,,CC de la Région de Levroux,6382,18.7,10.4
243600301,,CC Val de l'Indre - Brenne,13652,28.5,11.8
243600319,,CC Brenne - Val de Creuse,18247,22.3,15.5
243600327,,CA Châteauroux Métropole,73617,136.1,14.8
243600343,,CC Coeur de Brenne,4802,11.1,15.8
243600350,,CC de la Châtre et Sainte-Sévère,16673,26.2,16.2
243700499,,CC du Castelrenaudais,16799,47.7,11.5
243700754,,Tours Métropole Val de Loire,293123,751,15.2
243700820,,CC de Bléré Val de Cher,21452,65.7,8.1
243800604,,CA Porte de l'Isère (C.A.P.I),105299,426.7,14.4
243800745,,CC de l'Oisans,10680,19.6,10.5
243800778,,CC du Pays Roussillonnais,52220,245.1,13.8
243800844,,CC du Territoire de Beaurepaire,15326,77.5,11.9
243800935,,CC Lyon Saint-Éxupéry-en-Dauphiné,27329,433.4,11.3
243800984,,CA du Pays Voironnais,93179,254,9.2
243801024,,CC du Massif du Vercors,11747,45.9,9.4
243801073,,CC de Bièvre Est,22031,141.8,8.3
243801255,,CC des Collines du Nord Dauphiné,24178,173.2,5.1
243900354,,CC de la Station des Rousses-Haut Jura,7030,68.6,5
243900412,,CC Jura Sud,6979,40.4,10.8
243900420,,CC du Val d'Amour,9183,33.7,10.9
243900479,,CC du Haut-Jura (Arcade),9400,64.1,10.9
243900560,,CC Jura Nord,11582,43.6,10.1
243900610,,CC La Grandvallière,5184,32.6,7.9
243900719,,CC du Pays des Lacs,6091,22,12.4
243901071,,CC de la Région d'Orgelet,5757,23.6,11
243901089,,CC de la Plaine Jurassienne,9274,44.5,12.7
244000543,,CC de Mimizan,12025,33.3,13.7
244000659,,CC du Seignanx,26825,177.5,8.4
244000675,,CA du Grand Dax,54874,158.4,13.4
244000691,,CC du Pays Morcenais,9408,18.1,14.8
244000766,,CC du Pays Tarusate,17512,29.1,12.1
244000774,,CC du Pays de Villeneuve en Armagnac Landais,6282,29.2,11.9
244000808,,CA Mont-de-Marsan Agglomération,53323,112.1,12.3
244000824,,CC du Pays Grenadois,7684,46.3,10.4
244000857,,CC Côte Landes Nature,11534,18.6,11.8
244000865,,CC Maremne Adour Côte Sud,64493,105.5,11
244000873,,CC des Grands Lacs,29186,43.3,10.4
244000881,,CC Coteaux et Vallées des Luys,7628,40.9,13
244100293,,CC des Collines du Perche,6156,20.9,12.2
244100780,,CC de la Sologne des Étangs,7953,16.1,10.6
244100798,,CC du Grand Chambord,21147,46.1,7.9
244100806,,CC de la Sologne des Rivières,11784,21.7,12.2
244200614,,CC des Vals d'Aix et Isable,6039,30.7,14.9
244200622,,CC des Monts du Pilat,15105,49.2,9.6
244200630,,CC du Pays entre Loire et Rhône,13825,54.8,11.4
244200770,,Saint-Etienne Métropole,404048,556.9,18
244200820,,CC du Pays d'Urfé,5224,20.3,15.6
244200895,,CC du Pilat Rhodanien,16771,116.1,8
244300307,,CC du Pays de Montfaucon,8280,39.2,10.7
244301016,,CC des Sucs,17731,62.6,11.4
244301032,,CC Brioude Sud Auvergne,16937,40,14.9
244301099,,CC Auzon Communauté,9281,60,12.9
244301107,,CC du Haut-Lignon,8149,41,13.6
244301123,,CC des Pays de Cayres et de Pradelles,5224,14.2,17.1
244301131,,CC Loire et Semène,20514,181.5,8
244400404,,Nantes Métropole,638931,1204.5,11.9
244400438,,CC de Grand Lieu,38533,146.4,6.5
244400453,,CC de la Région de Blain,16165,75.4,9.8
244400503,,CC d'Erdre et Gesvres,61123,118.1,6.1
244400537,,CC de Nozay,15756,57.1,10.5
244400552,,CC du Pays d'Ancenis,66442,76.4,9.2
244400586,,CC du Sud-Estuaire,29843,149.2,8.6
244400610,,CA de la Presqu'île de Guérande Atlantique (Cap Atlantique),73599,190.3,8.8
244400644,,CA de la Région Nazairienne et de l'Estuaire (Carene),123818,383.8,12.4
244500203,,CA Montargoise et Rives du Loing (A.M.E.),61353,265.8,20
244500211,,CC Giennoises,24992,71.3,17.2
244500419,,CC des Quatre Vallées,17349,60.4,10.5
244500427,,CC des Loges,42030,75.8,7.8
244500468,,Orléans Métropole,282828,843.2,15.2
244500484,,CC de la Forêt,16521,78,5.8
244500542,,CC de la Plaine du Nord Loiret,6893,27.7,8.7
244600433,,CC de la Vallée du Lot et du Vignoble,14555,39.5,15.9
244600482,,CC Quercy - Bouriane,10370,34.1,16.2
244600532,,CC du Pays de Lalbenque-Limogne,8301,18.5,15
244600573,,CC du Causse de Labastide-Murat,3869,11.4,18.3
244700449,,CC du Pays de Duras,5712,25,21.4
244700464,,CC du Pays de Lauzun,10515,43.4,19.3
244701355,,CC des Coteaux et Landes de Gascogne,12492,18,14.5
244701405,,CC Lot et Tolzac,7299,28.5,17.4
244800405,,CC Coeur de Lozère,15124,70.1,11.3
244800470,,CC du Gévaudan,9834,37.3,12.2
244900015,,CU Angers Loire Métropole,293701,439,13.7
244900809,,CC Anjou Bleu Communauté,34679,53.6,12.2
244900882,,CC Baugeois Vallée,35372,48.1,13.1
245100615,,CC de la Grande Vallée de la Marne,15097,82.6,6.3
245100888,,CC de la Brie Champenoise,7441,26.7,14.6
245100979,,CC du Sud Marnais,6069,19.3,15.1
245200597,,CC des Trois Forêts,7707,11.3,13.1
245300223,,CC du Pays de Meslay-Grez,14033,33.2,11
245300306,,CC du Pays de Loiron,17038,66.9,7.8
245300330,,CA de Laval,95899,221.2,11.9
245300355,,CC de l'Ernée,21025,43.9,11.9
245300389,,CC du Bocage Mayennais,19199,36.7,14.5
245300447,,CC du Pays de Château-Gontier,30274,66.6,10.8
245400171,,CC Moselle et Madon,28837,153,7.9
245400189,,CC des Pays du Sel et du Vermois,29320,214.1,10.4
245400262,,CA de Longwy,61223,349,17.9
245400510,,CC du Pays de Colombey et du Sud Toulois,11449,30.7,10.4
245400601,,CC du Bassin de Pompey,40578,260.8,11
245400676,,Métropole du Grand Nancy,256610,1802.9,17.8
245400759,,CC du Pays du Sanon,6005,24.3,9.8
245500327,,CC du Sammiellois,8693,35.3,17.5
245501176,,CC du Territoire de Fresnes-en-Woëvre,4886,19.3,13.3
245501184,,CC du Pays de Revigny-sur-Ornain,7318,40,14.3
245501242,,CC du Pays d'Étain,7739,32.5,16.4
245501259,,CC du Pays de Montmédy,7190,29.7,16.6
245600440,,CC de Blavet Bellevue Océan,17872,152.5,7.5
245600465,,CC de Belle-Ile-en-Mer,5396,62.9,11.5
245614383,,CC Questembert Communauté,23209,70.2,11.9
245614417,,CC Roi Morvan Communauté,24936,33,16.8
245614433,,CC Pontivy Communauté,46027,63.4,11.5
245700133,,CC du District Urbain de Faulquemont (Duf),24682,95.6,11.9
245700372,,CA de Forbach Porte de France,77984,562.9,19.8
245700398,,CC de Freyming-Merlebach,32281,437.7,22.4
245700695,,CC de Cattenom et Environs,25693,135.9,9.2
245700950,,CC du Pays de Phalsbourg,17611,96.2,9.6
245701164,,CC du Warndt,18053,380.9,18.8
245701206,,CC du Saulnois,29212,30.2,13
245701222,,CA du Val de Fensch,70307,810.8,18.1
245701271,,CC du Pays Orne Moselle,53726,540.3,14.3
245701354,,CC de l'Arc Mosellan,34422,152.7,7.9
245701362,,CA Portes de France-Thionville,79372,504.1,13.6
245701404,,CC du Pays Haut Val d'Alzette,28273,383.9,16.1
245801063,,CC Loire et Allier,7194,40,7.5
245804406,,CA de Nevers,65942,268.3,16.7
245804497,,CC du Nivernais Bourbonnais,5574,19.3,17.6
245900410,,Métropole Européenne de Lille,1143572,1762.1,19.2
245900428,,CU de Dunkerque,198341,666.6,18.6
245900758,,CC Flandre Lys,39541,314.6,11.9
245901038,,CC du Pays Solesmois,15056,128,17.6
245901061,,CC de la Haute-Deûle,24412,1005.7,10.7
245901152,,CC Coeur d'Ostrevent [C.C.C.O.],72074,504.8,20.9
245901160,,CA Valenciennes Métropole,192471,730.8,23.7
246000129,,CC du Liancourtois,23562,483.5,11
246000376,,CC du Clermontois,37378,241.8,9.8
246000566,,CC du Plateau Picard,30311,69,11.9
246000582,,CC des Sablons,36510,173.6,12.2
246000707,,CC du Vexin-Thelle,19636,65,6.8
246000749,,CC des Lisières de l'Oise,16347,77.7,9.3
246000756,,CC du Pays Noyonnais,33114,124.9,19.5
246000764,,CC de l'Aire Cantilienne,44643,299.2,6.4
246000772,,CC des Deux Vallées,22896,201,11.6
246000848,,CC de la Picardie Verte,33052,52.2,14.2
246000855,,CC du Pays des Sources,22083,62.8,9.5
246000871,,CC du Pays de Valois,55570,89.8,7.2
246000897,,CC de la Plaine d'Estrées,17728,107.2,6.4
246000913,,CC du Pays de Bray,18369,75.5,11.3
246000921,,CC des Pays d'Oise et d'Halatte,34034,245.1,10.1
246100390,,CC du Val d'Orne,5751,22.7,16.1
246100663,,CU d'Alençon,56511,122.6,16.7
246200299,,CA d'Hénin-Carvin,125453,1120.8,23.5
246200364,,CA de Lens - Liévin,242386,1013.6,25.9
246200380,,CC de la Terre des Deux Caps,22134,120.5,16.3
246200729,,CA du Boulonnais,114762,565.6,22
246200844,,CC de la Région d'Audruicq,27090,123.1,13.9
246201016,,CC du Pays de Lumbres,24257,89.7,16.2
246201149,,CA du Calaisis,103575,703.8,25.4
246300701,,Clermont Auvergne Métropole,288435,952,14.4
246300966,,CC du Massif du Sancy,9587,15.9,15.2
246301097,,CC Entre Dore et Allier,18861,81.8,10.5
246400337,,CC de la Vallée d'Ossau,9818,16,12.6
246401756,,CC Pays de Nay,28598,87.8,9.4
246500482,,CC de la Haute-Bigorre,16955,43.9,14.4
246500573,,CC Aure-Louron,6943,10.6,14.6
246600282,,CC Sud-Roussillon,22767,545,15.5
246600373,,CC du Vallespir,20692,111.9,17.9
246600399,,CC Pyrénées Cerdagne,8705,19.8,17.7
246600415,,CC Roussillon-Conflent,18353,78.5,20.5
246600423,,CC Agly Fenouillèdes,5947,18.7,29.5
246600449,,CC des Aspres,20996,88.7,17.9
246600464,,CC Pyrénées Catalanes,5973,17,17.2
246600548,,CC du Haut Vallespir,9726,20.9,22.7
246700306,,CC de la Vallée de la Bruche,21203,70.3,10
246700488,,Eurométropole de Strasbourg,491409,1443.4,19.2
246700744,,CC des Portes de Rosheim,17882,133.8,5
246700777,,CC de la Vallée de Villé,10942,98.7,7.9
246700843,,CC de la Basse-Zorn,17189,213.3,5
246700926,,CC du Pays de Wissembourg,16169,124.4,10.9
246700959,,CC du Pays de la Zorn,16035,133.1,6.6
246700967,,CC de Sélestat,36424,219.5,11.6
246701064,,CC de la Région de Molsheim-Mutzig,40037,248.5,7.6
246701080,,CC du Pays de Sainte-Odile,17971,260.6,9
246701098,,CC du Pays de Niederbronn-les-Bains,23359,126.4,10
246800205,,CC de la Vallée de Saint-Amarin,12483,74.8,9.5
246800395,,CC du Val d'Argent,9571,93.3,16.2
246800445,,CC du Centre du Haut-Rhin,15361,111.3,7.9
246800494,,"CC du Pays de Rouffach, Vignobles et Châteaux",13262,115,6.5
246800551,,CC de la Vallée de Kaysersberg,16680,93.1,8
246800569,,CC de la Région de Guebwiller,38208,203.4,11
246800577,,CC du Pays de Ribeauvillé,18195,108.7,8.6
246800585,,CC de la Vallée de Munster,16228,83.5,9.8
246800676,,CC de la Vallée de la Doller et du Soultzbach,16247,101.3,6.6
246800726,,CA Colmar Agglomération,114022,466.4,14.4
246900575,,CC de l'Est Lyonnais (Ccel),40443,286.1,5
246900625,,CC du Pays de l'Arbresle (Ccpa),37282,201.4,7
246900724,,CC des Vallons du Lyonnais (Ccvl),29143,268.9,5.3
246900740,,CC du Pays Mornantais (Copamo),28310,193.3,5.8
246900757,,CC de la Vallée du Garon (Ccvg),30450,608.1,5.8
246900765,,CC du Pays de l'Ozon,25574,325.4,5.4
247000011,,CA de Vesoul,32350,223,15.2
247000367,,CC des Combes,7663,26.9,11.1
247000623,,CC des Quatre Rivières,9651,17.3,13.8
247000664,,CC du Pays de Lure,19706,97,15.2
247000698,,CC des Monts de Gy,6152,25.6,12
247000706,,CC du Pays Riolais,12524,42.3,7.4
247000714,,CC du Pays de Villersexel,7934,38.6,13.7
247000722,,CC du Pays d'Héricourt,21021,128.6,12.1
247000755,,CC du Pays de Luxeuil,15313,98.7,18.1
247000821,,CC Rahin et Cherimont,11983,78.9,12.4
247000854,,CC de la Haute Vallée de l'Ognon,8641,25.1,16
247100290,,CU Le Creusot Montceau-les-Mines,95094,128.9,14.5
247100589,,CA Le Grand Chalon,113920,206.2,13.7
247100639,,CC de Marcigny,6233,27.8,14
247100647,,CC Bresse Nord Intercom,6535,26.9,15.3
247103765,,CC Entre Saône et Grosne,11346,43.9,10.5
247103864,,CC du Canton de Semur-en-Brionnais,5196,26.5,12.9
247104094,,CC Sud Côte Chalonnaise,11479,36.3,10.1
247200090,,CC de Sablé-sur-Sarthe,28937,79.7,12.9
247200132,,CU Le Mans Métropole,205113,768.4,17.3
247200348,,CC du Pays Fléchois,27358,81.3,12.6
247200421,,CC du Sud Est du Pays Manceau,17238,96.8,6.8
247200447,,CC Orée de Bercé - Belinois,19467,131.3,8.7
247200629,,CC du Val de Sarthe,30457,106.8,7.7
247200686,,CC du Pays de l'huisne Sarthoise,28767,61.6,11.6
247300015,,CC des Vallées d'Aigueblanche,7131,38.4,9.2
247300254,,CC de Haute-Tarentaise,15920,28.4,9.7
247300262,,CC de Yenne,7133,55.8,9
247300361,,CC du Canton de la Chambre,7413,26.8,8.3
247300452,,CC Maurienne Galibier,5461,17.2,7.5
247300528,,CC Val Guiers,12204,138.2,10.8
247300668,,CC du Lac d'Aiguebelette (Ccla),5747,65.7,6.5
247300676,,CC Porte de Maurienne,6795,39.4,9.4
247300817,,CC Les Versants d'Aime,9566,35.3,8.1
247400047,,CC de la Vallée Verte,7593,93.7,6.9
247400112,,CC du Pays de Cruseilles,15166,126.9,5.6
247400567,,CC Fier et Usses,15111,218.1,5.9
247400583,,CC Arve et Salève,19765,194.7,7
247400617,,CC des Vallées de Thônes,19118,51.7,7.4
247400666,,CC des Quatre Rivières,18929,138.1,6.4
247400682,,CC du Haut-Chablais,12628,40.5,8.5
247400690,,CC du Genevois,44185,286.5,9.6
247400724,,CC du Pays Rochois,27787,290.4,7.2
247400740,,CC Rumilly Terre de Savoie,31027,178.6,7.8
247400773,,CC des Sources du Lac d'Annecy,15190,100.8,9.5
247600497,,CC du Canton de Criquetot-l'Esneval,16558,122.7,6.3
247600505,,CC Campagne-De-Caux,15097,103.9,7.3
247600539,,CC Caux Estuaire,18445,107.6,5
247600588,,CC des Villes Soeurs,37890,177.9,15
247600596,,CA Havraise (Co.D.A.H.),234318,1238.6,17.5
247600604,,CC de Londinières,5300,27.3,17.3
247600620,,CC de la Région d'Yvetot,26683,159.3,10.8
247600646,,CC Caux - Austreberthe,25031,285.1,11.9
247600729,,CC Falaises du Talou,23591,71.5,11.6
247600786,,CA de la Région Dieppoise,47223,370,18.6
247700032,,CC Moret Seine et Loing,39055,170.8,7.5
247700057,,CA Melun Val de Seine,130998,848.9,16.6
247700065,,CC du Pays de l'Ourcq,17849,76.2,12.4
247700107,,CC Pays de Montereau,42129,152.5,20
247700339,,CA Val d'Europe Agglomération,35711,600.3,7.6
247700438,,CC Pays Créçois,36287,273.6,6.2
247700594,,CA Marne et Gondoire,103782,972,9.5
247700644,,CC l'Orée de la Brie,26714,526,8.4
247700701,,CC Brie Nangissienne,27614,93.4,11.1
247800550,,CC du Pays Houdanais (C.C.P.H.),29261,99.6,5.3
247800584,,CA Versailles Grand Parc (C.A.V.G.P.),264484,2138.2,6.3
247800618,,CC Coeur d'Yvelines,49307,214.2,5
247900798,,CC du Thouarsais,35944,58.1,14.1
248000499,,CC du Val de Somme,26476,107,9.6
248000531,,CA Amiens Métropole,179958,512.1,20.5
248000747,,CC du Pays du Coquelicot,28499,61.2,14.2
248100158,,CC du Sor et de l'Agout,22777,61,12.8
248100430,,CA de Castres Mazamet,77849,192.7,18
248100497,,CC Val 81,5581,21.7,20.4
248100737,,CA de l'Albigeois (C2a),81798,392.9,15
248100745,,CC Thoré Montagne Noire,5081,32.2,16.3
248200016,,CC des Deux Rives,18766,54.6,18.4
248200057,,CC du Quercy Caussadais,20277,51.4,17.5
248200065,,CC de la Lomagne Tarn-et-Garonnaise,9946,26.2,17.9
248200099,,CA Grand Montauban,76305,287.9,17.8
248200107,,CC du Quercy Rouergue et des Gorges de l'Aveyron,7668,16.6,24.2
248300394,,CA Sud Sainte-Baume,61073,169.8,11.4
248300410,,CC de la Vallée du Gapeau,30409,362.2,11.2
248300493,,CA Dracénoise,107622,118,17.7
248300543,,Métropole Toulon-Provence-Méditerranée,433221,1176.4,16.8
248300550,,CC Coeur du Var,42883,95,16.5
248400053,,CA Ventoux-Comtat-Venaissin (Cove),69413,135.3,21.5
248400160,,CC Aygues-Ouvèze en Provence (Ccaop),19077,132.9,12.1
248400236,,CC du Pays Réuni d'Orange,44972,238.8,19.6
248400251,,CA du Grand Avignon (Coga),193712,636.5,21.5
248400285,,CC Territoriale Sud-Luberon,24814,67.3,14.2
248400293,,CC des Sorgues du Comtat,48329,311.7,17.1
248400319,,CC du Pays des Sorgues et des Monts de Vaucluse,33238,273.6,14.9
248400335,,CC Vaison Ventoux,16840,61.6,19.5
248500191,,CC de l'Ile de Noirmoutier,9435,193.8,11.4
248500258,,CC Océan Marais de Monts,19104,103.1,11.3
248500340,,CC Pays de Chantonnay,22295,69.8,10.3
248500415,,CC du Pays de la Châtaigneraie,15605,49.4,13.4
248500464,,CC du Pays de Pouzauges,23267,72.7,9.2
248500530,,CC du Pays des Achards,18438,81.3,9.6
248500563,,"CC Vendée, Sèvre, Autise",16328,54.5,12
248500589,,CA La Roche-sur-Yon Agglomération,95416,190,11.1
248500621,,CC du Pays des Herbiers,29466,117.5,8.2
248500662,,CC du Pays de Mortagne,27636,120.4,6.5
248600413,,CA Grand Châtellerault,84904,74.8,14.6
248600447,,CC du Pays Loudunais,24441,28.8,16.2
248700189,,CC du Pays de Saint-Yrieix,12087,35.9,14.4
248719262,,CC Gartempe - Saint-Pardoux,5242,21.4,17.5
248719288,,CC du Val de Vienne,16063,101.4,8.8
248719312,,CA Limoges Métropole,207986,400.3,16.6
248719338,,CC Briance Combade,5483,24.1,16.2
248719353,,CC des Portes de Vassivière,5610,15.3,21
248719361,,CC de Noblat,12020,37.1,12.8
248900334,,CA du Grand Sénonais,58729,156.1,17.1
248900383,,CC de l'Agglomération Migennoise,15017,232.7,19.3
248900524,,CC de l'Aillantais,10425,39.4,10.4
248900664,,CC de la Vanne et du Pays d'Othe,8722,21.8,11.7
248900748,,CC du Gâtinais en Bourgogne,17453,43.2,9.7
248900896,,CC Yonne Nord,24568,66.4,9.9
248900938,,CC du Jovinien,21639,61,19.2
249000241,,CC du Sud Territoire,23610,137.5,12
249100074,,CC du Pays de Limours (Ccpl),26882,227.1,5
249100157,,CC des Deux Vallées,18613,99.5,6.1
249100546,,CC du Val d'Essonne (Ccve),59561,307.6,5.3
249100553,,CC Entre Juine et Renarde (Ccejr),27440,227.3,5
249100595,,CC Le Dourdannais en Hurepoix (Ccdh),26333,183.7,8.3
249500109,,CA de Cergy-Pontoise,204804,2426.9,16.2
249500430,,CC Sausseron Impressionnistes,19428,162,5
249500455,,CC de la Vallée de l'Oise et des Trois Forêts,38864,507.4,7.3
249500489,,CC du Haut Val d'Oise,38172,778.9,14.9
249500513,,CC du Vexin-Val de Seine,16629,83.9,8.9
,,Moyenne nationale," 52,704.86    ", 154.07    , 13.77    
,,Moyenne France métropolitaine," 51,944.04    ", 152.13    , 13.62    
